composicion_id,item_id
comp_3_9,39180830
comp_3_10,39289811
comp_3_10,39251993
comp_3_10,99285928
comp_3_11,9157261
comp_3_11,79166399
comp_3_11,69157376
comp_3_11,69017475
comp_3_12,79265945
comp_3_12,19279177
comp_3_12,40309257
comp_3_13,89254786
comp_3_13,49251983
comp_3_13,59255706
comp_3_13,69218068
comp_3_13,89135944
comp_3_14,450088
comp_3_14,60338409
comp_3_14,89291388
comp_3_14,60239715
comp_3_15,30345717
comp_3_15,30199283
comp_3_15,19213582
comp_3_15,50374271
comp_3_16,90446619
comp_3_16,30333286
comp_3_16,20399777
comp_3_17,29248369
comp_3_17,59248626
comp_3_17,9157529
comp_4_1,10281354
comp_4_1,121766
comp_4_1,50406465
comp_4_2,59277652
comp_4_2,20400691
comp_4_2,69057522
comp_4_2,40299687
comp_4_3,294795
comp_4_3,99297634
comp_4_3,70428904
comp_4_3,10429987
comp_4_4,50365139
comp_4_4,80336433
comp_4_4,80385616
comp_4_4,49249396
comp_4_4,10388661
comp_4_5,80280515
comp_4_5,246078
comp_4_5,60428990
comp_4_6,50058376
comp_4_6,50393000
comp_4_6,60463498
comp_4_6,59306268
comp_4_6,9276971
comp_4_7,29239497
comp_4_7,99239489
comp_4_7,40383474
comp_4_7,49286510
comp_4_7,79305098
comp_4_8,59279585
comp_4_8,50357785
comp_4_8,79102958
comp_4_8,39207716
comp_4_8,10269696
comp_4_9,40076093
comp_4_9,248567
comp_4_9,10091453
comp_4_9,30171123
comp_4_10,80292330
comp_4_10,19287714
comp_4_10,60264540
comp_4_10,49275903
comp_4_10,29267659
comp_4_11,9278338
comp_4_11,30275861
comp_4_11,9017483
comp_4_11,69017475
comp_4_11,99188003
comp_4_12,49221038
comp_4_12,40404202
comp_4_12,80360951
comp_4_13,19284857
comp_4_13,99254677
comp_4_13,99297484
comp_4_13,60382628
comp_4_14,89061226
comp_4_14,50413526
comp_4_14,69294566
comp_4_14,20351515
comp_4_14,40299890
comp_4_15,69214145
comp_4_15,99213941
comp_4_15,59305155
comp_4_15,49001965
comp_4_16,393371
comp_4_16,70334057
comp_4_16,70303720
comp_4_16,40391657
comp_4_17,99248587
comp_4_17,89329560
comp_4_17,19315156
comp_4_17,59264843
comp_4_17,9296950
comp_5_1,50420329
comp_5_1,10122647
comp_5_1,60406785
comp_5_2,50393830
comp_5_2,79902935
comp_5_2,80332473
comp_5_3,79286636
comp_5_3,79278250
comp_5_3,60322861
comp_5_4,40296311
comp_5_4,60347507
comp_5_4,69208031
comp_5_5,246078
comp_5_5,80417636
comp_5_5,60246080
comp_5_5,29297227
comp_5_6,262879
comp_5_6,30308395
comp_5_6,10233532
comp_5_6,69229222
comp_5_6,99246098
comp_5_7,421656
comp_5_7,10383461
comp_5_7,20341003
comp_5_7,99297144
comp_5_8,60308695
comp_5_8,99228570
comp_5_8,49128945
comp_5_8,79102958
comp_5_9,70362427
comp_5_9,30346986
comp_5_9,60308695
comp_5_9,30248537
comp_5_10,39251926
comp_5_10,9289737
comp_5_10,40332682
comp_5_10,20373621
comp_5_11,70301537
comp_5_11,70268811
comp_5_11,9017483
comp_5_11,69157376
comp_5_12,40404202
comp_5_12,49221038
comp_5_12,19279177
comp_5_12,9208029
comp_5_12,40309257
comp_5_13,59277652
comp_5_13,30394840
comp_5_13,59278557
comp_5_13,49192663
comp_5_13,29111253
comp_5_14,80338413
comp_5_14,29046045
comp_5_14,70299879
comp_5_14,39286855
comp_5_15,39297255
comp_5_15,69213928
comp_5_15,70419264
comp_5_15,80270125
comp_5_16,60333850
comp_5_16,40391657
comp_5_16,40463055
comp_5_16,60171433
comp_5_16,20391658
comp_5_17,80437234
comp_5_17,19329304
comp_5_17,99329140
comp_6_1,49297274
comp_6_1,50420329
comp_6_1,400550
comp_6_1,40339004
comp_6_2,60299691
comp_6_2,80362974
comp_6_2,70426537
comp_6_2,79288188
comp_6_3,79303103
comp_6_3,59287340
comp_6_3,99903788
comp_6_3,59277119
comp_6_4,40245840
comp_6_4,49249396
comp_6_4,9300650
comp_6_4,80385616
comp_6_5,40429014
comp_6_5,79241940
comp_6_5,89323921
comp_6_5,428974
comp_6_6,79161575
comp_6_6,10423589
comp_6_6,10424353
comp_6_7,9287291
comp_6_7,80433486
comp_6_7,69286806
comp_6_7,430019
comp_6_7,10239280
comp_6_8,19252615
comp_6_8,20308697
comp_6_8,69128992
comp_6_8,9903014
comp_6_8,39337911
comp_6_9,70330813
comp_6_9,49123405
comp_6_9,10091453
comp_6_9,80153800
comp_6_10,90339742
comp_6_10,80208529
comp_6_10,50339206
comp_6_10,9183528
comp_6_11,69017475
comp_6_11,90443135
comp_6_11,9017483
comp_6_12,105064
comp_6_12,30409035
comp_6_12,99266053
comp_6_12,10459903
comp_6_12,50415196
comp_6_13,386097
comp_6_13,29277026
comp_6_13,99285042
comp_6_14,19299571
comp_6_14,50046152
comp_6_14,59278232
comp_6_15,49289392
comp_6_15,29214213
comp_6_15,20260718
comp_6_15,70351481
comp_6_15,39229940
comp_6_16,20399777
comp_6_16,20281631
comp_6_16,80334924
comp_6_17,79252108
comp_6_17,49300144
comp_6_17,79266110
comp_7_1,10400540
comp_7_1,60155602
comp_7_1,272656
comp_7_2,9277918
comp_7_2,89302914
comp_7_2,30249546
comp_7_2,89326463
comp_7_3,59385755
comp_7_3,20338411
comp_7_3,99297634
comp_7_3,40310208
comp_7_4,59191026
comp_7_4,29297958
comp_7_4,50334303
comp_7_4,30388636
comp_7_4,20338411
comp_7_5,10281354
comp_7_5,246078
comp_7_5,9288224
comp_7_5,60246080
comp_7_6,19130501
comp_7_6,19131652
comp_7_6,89305173
comp_7_6,29280689
comp_7_7,20374277
comp_7_7,20403562
comp_7_7,29276550
comp_7_7,99239502
comp_7_7,49276629
comp_7_8,80371520
comp_7_8,50308002
comp_7_8,10460888
comp_7_8,80418056
comp_7_9,99228551
comp_7_9,10308693
comp_7_9,80308699
comp_7_10,40411108
comp_7_10,339204
comp_7_10,10174641
comp_7_11,69157376
comp_7_11,70268811
comp_7_11,90443135
comp_7_11,9157261
comp_7_12,59278307
comp_7_12,80360951
comp_7_12,70388620
comp_7_12,105064
comp_7_13,60116960
comp_7_13,79254659
comp_7_13,9289327
comp_7_14,79305263
comp_7_14,40347508
comp_7_14,10357004
comp_7_14,70303428
comp_7_15,340759
comp_7_15,40304467
comp_7_15,69040353
comp_7_15,59282583
comp_7_15,69223828
comp_7_16,70351481
comp_7_16,40463055
comp_7_16,90443135
comp_7_16,80393372
comp_7_16,40366115
comp_7_17,29180581
comp_7_17,29330571
comp_7_17,39304128
comp_8_1,90404879
comp_8_1,29297227
comp_8_1,50420329
comp_8_2,70305700
comp_8_2,29194427
comp_8_2,9306435
comp_8_3,40415465
comp_8_3,30333842
comp_8_3,50425987
comp_8_3,99046443
comp_8_3,29287370
comp_8_4,19286521
comp_8_4,20396646
comp_8_4,39285785
comp_8_4,60295532
comp_8_5,40429014
comp_8_5,397736
comp_8_5,80417636
comp_8_5,19304209
comp_8_6,99252541
comp_8_6,69130612
comp_8_6,70273092
comp_8_6,39251931
comp_8_6,69221278
comp_8_7,29277229
comp_8_7,60400415
comp_8_7,69286806
comp_8_7,29276550
comp_8_7,359739
comp_8_8,60248418
comp_8_8,30128629
comp_8_8,40365366
comp_8_9,79898306
comp_8_9,20229011
comp_8_9,9102532
comp_8_9,70362427
comp_8_9,30346986
comp_8_10,29267659
comp_8_10,80287362
comp_8_10,59048415
comp_8_10,80291731
comp_8_10,70419787
comp_8_11,69157376
comp_8_11,70301537
comp_8_11,90443135
comp_8_11,79166399
comp_8_12,10251451
comp_8_12,105064
comp_8_12,9139724
comp_8_12,60342072
comp_8_12,79275119
comp_8_13,9279371
comp_8_13,10434309
comp_8_13,59279439
comp_8_13,9293999
comp_8_13,49251983
comp_8_14,79297545
comp_8_14,30285153
comp_8_14,39192611
comp_8_15,49000701
comp_8_15,20222458
comp_8_15,90346592
comp_8_15,79912760
comp_8_15,99304795
comp_8_16,80393372
comp_8_16,90443135
comp_8_16,60333850
comp_8_16,58487
comp_8_16,70334057
comp_8_17,19306307
comp_8_17,79287612
comp_8_17,79248588
comp_8_17,29306217
comp_8_17,19158156
comp_9_1,49304217
comp_9_1,60155602
comp_9_1,272656
comp_9_1,19297275
comp_9_1,397736
comp_9_2,9241043
comp_9_2,360484
comp_9_2,60116960
comp_9_2,29188822
comp_9_2,30160209
comp_9_3,10293597
comp_9_3,338407
comp_9_3,59201841
comp_9_3,49275088
comp_9_4,29286931
comp_9_4,347510
comp_9_4,9192518
comp_9_4,60414257
comp_9_5,428974
comp_9_5,9297129
comp_9_5,90428984
comp_9_5,60246080
comp_9_6,59197702
comp_9_6,9279026
comp_9_6,19830588
comp_9_7,90347167
comp_9_7,10192824
comp_9_7,99239502
comp_9_7,10385950
comp_9_7,49277247
comp_9_8,10362963
comp_9_8,20089242
comp_9_8,60306494
comp_9_8,20305707
comp_9_9,39180566
comp_9_9,70330813
comp_9_9,50171122
comp_9_9,49123405
comp_9_9,80308699
comp_9_10,20411072
comp_9_10,19241387
comp_9_10,59253439
comp_9_10,50404522
comp_9_10,50285265
comp_9_11,69017475
comp_9_11,79166399
comp_9_11,9157261
comp_9_11,99188003
comp_9_12,327772
comp_9_12,10459903
comp_9_12,60342072
comp_9_12,40309257
comp_9_13,79305220
comp_9_13,80328292
comp_9_13,60348917
comp_9_13,10397745
comp_9_14,89302971
comp_9_14,40390766
comp_9_14,80338413
comp_9_15,40237840
comp_9_15,60365167
comp_9_15,30199283
comp_9_15,29304826
comp_9_15,79214319
comp_9_16,80393372
comp_9_16,80334924
comp_9_16,90399284
comp_9_16,70303720
comp_9_16,80035920
comp_9_17,59336270
comp_9_17,69157499
comp_9_17,39285988
comp_10_1,10400540
comp_10_1,79241940
comp_10_1,90400517
comp_10_1,10122647
comp_10_2,69323757
comp_10_2,80341496
comp_10_2,29285521
comp_10_2,80362974
comp_10_2,79129986
comp_10_3,10422325
comp_10_3,10364523
comp_10_3,29278262
comp_10_3,69251345
comp_10_4,40245840
comp_10_4,10291678
comp_10_4,49061228
comp_10_4,347510
comp_10_5,30428982
comp_10_5,80417636
comp_10_5,417635
comp_10_5,49259743
comp_10_6,69276256
comp_10_6,90350937
comp_10_6,39256599
comp_10_6,40301633
comp_10_7,79305098
comp_10_7,60365153
comp_10_7,421656
comp_10_7,9239827
comp_10_7,90347167
comp_10_8,9252673
comp_10_8,49128945
comp_10_8,59252637
comp_10_9,29252912
comp_10_9,69253146
comp_10_9,10091453
comp_10_10,20312326
comp_10_10,90365180
comp_10_10,50365177
comp_10_10,50339206
comp_10_10,404534
comp_10_11,90443135
comp_10_11,19278328
comp_10_11,9017483
comp_10_11,69017475
comp_10_12,70388620
comp_10_12,79265945
comp_10_12,49221038
comp_10_12,89265836
comp_10_12,10251451
comp_10_13,89278612
comp_10_13,79244665
comp_10_13,30433790
comp_10_14,10273090
comp_10_14,20390574
comp_10_14,90295540
comp_10_15,80362974
comp_10_15,10203610
comp_10_15,19280982
comp_10_16,80402381
comp_10_16,90443135
comp_10_16,59276228
comp_10_16,20391658
comp_10_16,393371
comp_10_17,69127493
comp_10_17,89288135
comp_10_17,89243929
comp_10_17,9303941
comp_10_17,69330159
comp_11_1,90404879
comp_11_1,30308395
comp_11_1,49304217
comp_11_1,30352246
comp_11_2,20424362
comp_11_2,29179554
comp_11_2,99183864
comp_11_2,19287530
comp_11_2,70426537
comp_11_3,99297144
comp_11_3,59206004
comp_11_3,80247371
comp_11_4,49329331
comp_11_4,59286963
comp_11_4,50300666
comp_11_5,60428990
comp_11_5,90428984
comp_11_5,428974
comp_11_5,417635
comp_11_5,49288236
comp_11_6,49304217
comp_11_6,50078464
comp_11_6,49252181
comp_11_6,99305177
comp_11_7,10421665
comp_11_7,10192824
comp_11_7,30415036
comp_11_7,79239843
comp_11_8,50308002
comp_11_8,10362963
comp_11_8,99228476
comp_11_9,89041709
comp_11_9,69252868
comp_11_9,80226137
comp_11_9,50308002
comp_11_10,80251513
comp_11_10,70319288
comp_11_10,50365361
comp_11_11,9278338
comp_11_11,79166399
comp_11_11,9157261
comp_11_11,70268811
comp_11_12,10459903
comp_11_12,9208029
comp_11_12,9139724
comp_11_13,39277894
comp_11_13,80382608
comp_11_13,99297484
comp_11_13,19257509
comp_11_13,70405752
comp_11_14,29204431
comp_11_14,10294511
comp_11_14,60334312
comp_11_15,90471519
comp_11_15,9282547
comp_11_15,90247139
comp_11_16,30333286
comp_11_16,58487
comp_11_16,90446619
comp_11_16,90399284
comp_11_17,19157897
comp_11_17,39246911
comp_11_17,9187809
